Vote;;;ALDE;;;;ECR;;;;EFDD;;;;ENF;;;;GUE/NGL;;;;NI;;;;PPE;;;;S&D;;;;Verts/ALE;;;
vote_year;vote_date;vote_name;ABST;CONTRE;POUR;Total;ABST;CONTRE;POUR;Total ECR;ABST;CONTRE;POUR;Total EFDD;ABST;CONTRE;POUR;Total ENF;ABST;CONTRE;POUR;Total GUE/NGL;ABST;CONTRE;POUR;Total NI;ABST;CONTRE;POUR;Total PPE;ABST;CONTRE;POUR;Total S&D;ABST;CONTRE;POUR;Total Verts/ALE
2018;14/11/2018;2. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 2 14/11/2018;5;54;4;63;18;24;25;67;2;2;36;40;;;33;33;1;32;11;44;2;6;10;18;2;186;2;190;3;168;1;172;;49;;49
2018;14/11/2018;20. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 39 14/11/2018;;62;1;63;;66;2;68;2;22;15;39;15;18;;33;2;;43;45;8;8;4;20;1;183;6;190;2;169;3;174;37;3;9;49
2018;14/11/2018;21. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 14/1 14/11/2018;;53;10;63;3;22;43;68;2;;37;39;;19;14;33;3;6;36;45;7;5;8;20;;185;4;189;2;167;4;173;3;2;46;51
2018;14/11/2018;22. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 14/2 14/11/2018;;61;;61;;67;1;68;16;2;21;39;;7;25;32;8;9;28;45;4;6;10;20;;187;;187;5;8;158;171;2;39;5;46
2018;14/11/2018;23. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 29/1 14/11/2018;;13;49;62;4;44;20;68;2;3;34;39;4;28;1;33;7;3;34;44;4;8;8;20;;190;;190;2;167;5;174;3;;48;51
2018;14/11/2018;24. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 29/3 14/11/2018;;12;50;62;2;2;64;68;2;1;36;39;;3;29;32;5;10;29;44;6;6;8;20;12;174;1;187;2;162;9;173;2;;47;49
2018;14/11/2018;25. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 59 14/11/2018;;47;16;63;;3;64;67;3;;36;39;2;1;30;33;9;4;32;45;3;2;15;20;3;171;15;189;;161;13;174;2;35;11;48
2018;14/11/2018;26. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 4S 14/11/2018;;56;6;62;2;4;61;67;2;;37;39;;;33;33;;36;9;45;2;2;14;18;6;178;4;188;;169;5;174;1;48;;49
2018;14/11/2018;27. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 70 14/11/2018;1;61;1;63;2;61;5;68;2;21;16;39;6;11;16;33;2;1;41;44;5;10;5;20;;190;;190;1;157;15;173;40;2;7;49
2018;14/11/2018;28. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 71 14/11/2018;;61;;61;;48;20;68;16;20;2;38;;11;22;33;2;;43;45;6;8;5;19;6;182;1;189;;169;4;173;1;;48;49
2018;14/11/2018;29. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 15 14/11/2018;1;59;3;63;;66;1;67;19;2;18;39;;25;7;32;;18;27;45;6;8;6;20;;190;;190;3;171;;174;4;45;;49
2018;14/11/2018;3. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 12 14/11/2018;1;52;10;63;20;22;25;67;4;2;34;40;;6;27;33;7;20;18;45;8;6;6;20;1;183;3;187;1;168;5;174;4;45;;49
2018;14/11/2018;30. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 16 14/11/2018;;63;;63;16;51;1;68;2;19;18;39;4;22;7;33;1;3;40;44;9;7;4;20;;185;1;186;;171;2;173;6;40;;46
2018;14/11/2018;31. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 62 14/11/2018;;62;;62;1;47;19;67;14;23;2;39;;32;;32;;6;39;45;5;9;6;20;1;186;;187;;158;14;172;1;41;6;48
2018;14/11/2018;32. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 17 14/11/2018;;60;2;62;;66;2;68;2;18;19;39;;26;7;33;1;5;39;45;2;13;5;20;2;185;1;188;1;150;22;173;1;4;43;48
2018;14/11/2018;33. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 63 14/11/2018;;59;4;63;1;67;;68;4;21;14;39;;33;;33;1;4;40;45;4;14;2;20;1;186;;187;1;167;4;172;2;3;44;49
2018;14/11/2018;34. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 18 14/11/2018;;57;6;63;1;29;37;67;2;16;21;39;3;8;22;33;2;9;34;45;6;5;9;20;1;164;24;189;1;170;4;175;7;;43;50
2018;14/11/2018;35. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 64 14/11/2018;;60;3;63;;31;37;68;3;21;15;39;4;14;15;33;3;3;39;45;4;10;6;20;1;186;1;188;2;170;3;175;;;49;49
2018;14/11/2018;36. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 65 14/11/2018;1;59;3;63;;67;1;68;3;34;2;39;;17;15;32;1;4;40;45;4;12;4;20;2;183;2;187;2;172;3;177;43;;6;49
2018;14/11/2018;37. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 66 14/11/2018;;61;2;63;3;29;35;67;3;17;20;40;;14;19;33;10;4;31;45;9;5;6;20;;187;;187;;173;2;175;2;48;;50
2018;14/11/2018;38. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 48 14/11/2018;1;57;5;63;3;41;24;68;1;22;17;40;15;14;4;33;2;;43;45;5;7;6;18;1;187;1;189;1;169;4;174;;;49;49
2018;14/11/2018;39. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 19 14/11/2018;;60;3;63;;22;46;68;1;2;37;40;;;32;32;10;7;28;45;4;7;9;20;;188;;188;;174;1;175;;47;;47
2018;14/11/2018;4. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 35 14/11/2018;;63;;63;1;66;1;68;2;38;;40;;33;;33;6;9;30;45;5;13;2;20;1;188;1;190;3;168;2;173;;46;3;49
2018;14/11/2018;40. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 20 14/11/2018;8;54;1;63;17;19;31;67;2;;37;39;;;33;33;16;15;13;44;4;3;11;18;3;177;9;189;3;165;3;171;;47;1;48
2018;14/11/2018;41. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 38 14/11/2018;;60;2;62;2;66;;68;16;16;7;39;4;12;17;33;;3;42;45;2;7;10;19;;188;;188;2;168;4;174;;2;45;47
2018;14/11/2018;42. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 30 14/11/2018;;59;3;62;4;64;;68;1;20;18;39;7;9;17;33;1;3;41;45;2;10;7;19;;188;;188;8;164;4;176;1;1;46;48
2018;14/11/2018;43. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 31 14/11/2018;1;59;2;62;7;61;;68;17;23;;40;11;7;15;33;19;23;3;45;4;11;4;19;;187;1;188;10;157;8;175;2;1;47;50
2018;14/11/2018;44. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 32 14/11/2018;3;55;4;62;2;66;;68;4;21;15;40;4;29;;33;4;4;37;45;2;14;3;19;;187;1;188;5;167;5;177;;1;48;49
2018;14/11/2018;45. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 21 14/11/2018;;55;6;61;2;21;45;68;1;2;37;40;2;4;27;33;7;30;8;45;4;6;9;19;;188;;188;;172;2;174;;48;1;49
2018;14/11/2018;46. A8-0358/2018 Jan Olbrycht, ı 19 14/11/2018;;10;53;63;2;64;2;68;1;37;2;40;;33;;33;17;16;12;45;4;11;4;19;1;20;165;186;3;4;164;171;;;49;49
2018;14/11/2018;47. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 47 14/11/2018;1;60;2;63;;66;2;68;15;18;7;40;;18;15;33;5;3;37;45;8;9;2;19;;149;40;189;1;168;5;174;43;1;4;48
2018;14/11/2018;48. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 36 14/11/2018;;63;;63;2;65;1;68;3;34;3;40;;32;1;33;9;11;25;45;4;11;4;19;;189;;189;1;171;2;174;2;47;2;51
2018;14/11/2018;49. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 7 14/11/2018;1;61;1;63;18;25;25;68;15;1;24;40;;;33;33;5;39;;44;5;5;7;17;;188;;188;3;173;;176;;49;;49
2018;14/11/2018;5. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 55 14/11/2018;1;61;;62;;67;1;68;2;37;1;40;22;11;;33;3;4;38;45;5;11;4;20;3;184;3;190;4;167;2;173;;42;7;49
2018;14/11/2018;50. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 74 14/11/2018;2;60;1;63;36;7;24;67;1;4;35;40;;5;28;33;9;8;27;44;5;4;10;19;1;186;;187;2;170;;172;;47;2;49
2018;14/11/2018;51. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 77 14/11/2018;1;62;;63;64;4;;68;18;19;3;40;26;7;;33;7;5;33;45;8;10;1;19;4;184;;188;5;168;1;174;1;47;;48
2018;14/11/2018;52. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 40 14/11/2018;;62;;62;;67;1;68;1;25;14;40;;33;;33;;12;33;45;8;10;1;19;;187;1;188;3;169;3;175;43;4;2;49
2018;14/11/2018;53. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 9 14/11/2018;1;59;3;63;1;26;40;67;3;19;18;40;;28;5;33;;42;3;45;5;11;1;17;5;179;2;186;3;172;;175;;49;;49
2018;14/11/2018;54. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 41 14/11/2018;1;60;1;62;2;46;19;67;2;21;17;40;4;4;25;33;2;2;41;45;5;6;8;19;;184;2;186;1;28;145;174;2;4;43;49
2018;14/11/2018;55. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 10 14/11/2018;1;59;3;63;;23;43;66;1;;39;40;;;33;33;1;30;13;44;2;5;10;17;;184;4;188;3;169;1;173;2;47;;49
2018;14/11/2018;56. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 37 14/11/2018;;58;5;63;6;1;61;68;15;3;21;39;1;7;25;33;;3;42;45;5;5;9;19;2;184;1;187;2;3;169;174;1;;47;48
2018;14/11/2018;57. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 46 14/11/2018;7;49;7;63;21;43;4;68;16;4;19;39;7;7;19;33;;;45;45;6;6;7;19;3;184;;187;;;175;175;1;;48;49
2018;14/11/2018;58. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 33 14/11/2018;;51;12;63;;65;2;67;2;22;16;40;;33;;33;2;;43;45;4;12;3;19;1;178;8;187;1;130;43;174;;;49;49
2018;14/11/2018;59. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 85öME 14/11/2018;1;61;1;63;21;3;43;67;3;17;19;39;;5;28;33;3;2;39;44;3;6;10;19;;187;;187;1;173;1;175;;49;;49
2018;14/11/2018;6. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 13 14/11/2018;1;61;1;63;1;65;2;68;19;2;18;39;15;10;8;33;1;5;39;45;6;12;2;20;1;187;1;189;;158;15;173;4;3;42;49
2018;14/11/2018;60. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 87 14/11/2018;;62;;62;1;66;;67;4;21;15;40;7;11;15;33;1;4;40;45;6;8;5;19;;187;;187;1;170;4;175;4;;45;49
2018;14/11/2018;61. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 88 14/11/2018;;60;1;61;1;65;;66;4;22;14;40;7;26;;33;2;4;39;45;3;13;3;19;;188;;188;1;170;4;175;3;3;45;51
2018;14/11/2018;62. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 89 14/11/2018;;63;;63;6;41;20;67;4;29;7;40;7;11;15;33;7;12;24;43;6;6;6;18;;187;;187;1;172;1;174;2;47;1;50
2018;14/11/2018;63. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 34 14/11/2018;;13;50;63;2;63;1;66;2;37;1;40;;33;;33;1;36;8;45;2;16;1;19;1;187;;188;2;171;2;175;3;3;43;49
2018;14/11/2018;64. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 23 14/11/2018;;6;56;62;17;25;25;67;2;25;13;40;5;28;;33;;;45;45;4;10;5;19;1;6;180;187;;1;174;175;;;49;49
2018;14/11/2018;65. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 50 14/11/2018;;63;;63;;66;1;67;17;23;;40;7;26;;33;2;;42;44;7;10;2;19;;183;1;184;2;168;4;174;39;2;6;47
2018;14/11/2018;66. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 24 14/11/2018;;50;13;63;3;63;1;67;2;23;15;40;;33;;33;;3;42;45;6;10;3;19;;177;11;188;1;127;47;175;;;49;49
2018;14/11/2018;67. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski et GÇrard Deprez, Resolutsioon 14/11/2018;5;11;47;63;2;42;23;67;4;36;;40;;33;;33;5;39;1;45;3;13;3;19;15;11;160;186;3;11;162;176;5;11;33;49
2018;14/11/2018;68. A8-0315/2018 Sander Loones TervikhÑÑletus 14/11/2018;;;62;62;;;65;65;3;18;18;39;16;7;10;33;37;;8;45;1;7;11;19;;2;180;182;;1;172;173;;;49;49
2018;14/11/2018;69. A8-0335/2018 Sabine Lîsing TervikhÑÑletus 14/11/2018;4;;59;63;1;60;5;66;2;24;14;40;6;27;;33;3;;42;45;4;9;6;19;76;25;84;185;1;5;169;175;;;48;48
2018;14/11/2018;7. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 25 14/11/2018;1;59;3;63;;67;1;68;2;24;14;40;;33;;33;;3;42;45;4;10;6;20;;189;1;190;1;167;5;173;2;;49;51
2018;14/11/2018;70. A8-0057/2018 Andreas Schwab Me 2 14/11/2018;;;63;63;;;67;67;15;20;5;40;11;7;15;33;9;32;4;45;1;11;7;19;;;186;186;;;173;173;;;49;49
2018;14/11/2018;71. A8-0318/2017 Pilar del Castillo Vera Me 2 14/11/2018;;;62;62;2;4;61;67;2;18;20;40;16;7;10;33;28;7;9;44;1;6;12;19;;;187;187;1;;174;175;;;49;49
2018;14/11/2018;72. A8-0305/2017 Ev?en To?enovskÏ Me 2 14/11/2018;;;63;63;2;4;61;67;3;20;16;39;;7;26;33;16;23;5;44;1;9;7;17;;;189;189;1;;174;175;;;49;49
2018;14/11/2018;73. A8-0354/2018 Bas Eickhout Me 78 14/11/2018;;63;;63;;58;7;65;1;14;24;39;;;33;33;;45;;45;;11;8;19;;186;1;187;;171;1;172;;49;;49
2018;14/11/2018;74. A8-0354/2018 Bas Eickhout Me 3 14/11/2018;;5;58;63;;61;6;67;3;17;18;38;;17;15;32;1;2;42;45;3;8;8;19;;176;10;186;5;;166;171;;;49;49
2018;14/11/2018;75. A8-0354/2018 Bas Eickhout Me 5 14/11/2018;;8;54;62;;61;6;67;1;17;20;38;;32;;32;;3;42;45;3;10;6;19;;177;10;187;7;4;163;174;;;49;49
2018;14/11/2018;76. A8-0354/2018 Bas Eickhout Me 23 14/11/2018;;10;52;62;;59;8;67;6;17;15;38;;32;;32;;3;42;45;5;9;5;19;2;168;11;181;2;5;167;174;;;49;49
2018;14/11/2018;77. A8-0354/2018 Bas Eickhout Me 26 14/11/2018;;9;53;62;;63;5;68;;17;21;38;;32;;32;;;45;45;3;13;3;19;;177;10;187;5;;168;173;;;49;49
2018;14/11/2018;78. A8-0354/2018 Bas Eickhout Me 27 14/11/2018;;45;17;62;;62;6;68;3;17;18;38;;32;;32;;3;42;45;5;12;2;19;1;173;13;187;4;14;156;174;;;49;49
2018;14/11/2018;79. A8-0354/2018 Bas Eickhout Me 36 14/11/2018;;14;49;63;;59;8;67;3;20;15;38;1;31;;32;;3;42;45;5;11;3;19;1;166;19;186;4;8;161;173;;;49;49
2018;14/11/2018;8. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 43 14/11/2018;1;62;;63;;48;20;68;16;6;17;39;;26;7;33;4;5;36;45;5;10;5;20;1;188;;189;1;158;14;173;46;1;2;49
2018;14/11/2018;80. A8-0354/2018 Bas Eickhout Me 38 14/11/2018;;7;56;63;;60;8;68;4;20;14;38;;32;;32;;3;42;45;2;13;4;19;5;172;7;184;3;6;163;172;;;49;49
2018;14/11/2018;81. A8-0354/2018 Bas Eickhout Me 39 14/11/2018;;45;18;63;;67;1;68;3;17;18;38;16;16;;32;;3;42;45;7;9;3;19;5;175;5;185;4;14;156;174;;;49;49
2018;14/11/2018;82. A8-0354/2018 Bas Eickhout Me 47 14/11/2018;;13;50;63;;59;9;68;3;17;17;37;;32;;32;;3;42;45;4;8;7;19;1;173;12;186;4;7;163;174;;;49;49
2018;14/11/2018;83. A8-0354/2018 Bas Eickhout Me 37 14/11/2018;1;10;52;63;;58;8;66;2;20;15;37;;32;;32;;3;42;45;5;10;4;19;;166;19;185;5;8;160;173;;;49;49
2018;14/11/2018;84. A8-0354/2018 Bas Eickhout Me 80 14/11/2018;;50;12;62;3;11;52;66;1;31;5;37;4;22;6;32;;42;3;45;4;5;9;18;1;17;167;185;3;130;40;173;;49;;49
2018;14/11/2018;85. A8-0354/2018 Bas Eickhout Me 83 14/11/2018;2;47;13;62;1;5;61;67;3;29;5;37;17;8;6;31;;42;3;45;7;6;5;18;7;13;166;186;1;166;7;174;;48;;48
2018;14/11/2018;86. A8-0354/2018 Bas Eickhout Me 84 14/11/2018;;52;11;63;1;5;61;67;1;31;5;37;20;6;6;32;;42;3;45;8;4;7;19;8;9;168;185;1;168;5;174;;48;;48
2018;14/11/2018;87. A8-0354/2018 Bas Eickhout Me 86 14/11/2018;2;42;18;62;;6;62;68;2;33;2;37;3;23;6;32;;41;4;45;8;4;7;19;7;7;172;186;3;137;31;171;;48;;48
2018;14/11/2018;88. A8-0354/2018 Bas Eickhout Me 74=75= 14/11/2018;3;14;44;61;;60;7;67;2;19;16;37;;26;6;32;2;3;40;45;3;9;7;19;11;167;8;186;2;8;161;171;;;49;49
2018;14/11/2018;89. A8-0354/2018 Bas Eickhout Komisjoni ettepanek 14/11/2018;1;7;55;63;;59;9;68;1;20;18;39;;32;;32;;3;42;45;3;8;8;19;6;152;28;186;5;4;164;173;;;49;49
2018;14/11/2018;9. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 45 14/11/2018;;62;;62;;67;1;68;3;17;19;39;;11;22;33;4;;41;45;2;10;8;20;1;189;;190;3;170;1;174;49;2;;51
2018;14/11/2018;90. A8-0320/2018 Andrejs Mamikins Resolutsioon 14/11/2018;;;60;60;2;2;62;66;17;21;;38;2;28;;30;8;35;2;45;4;11;4;19;;;181;181;;;171;171;1;;48;49
2018;14/11/2018;91. A8-0322/2018 Petras Au?trevi?ius Resolutsioon 14/11/2018;5;2;53;60;2;1;63;66;2;21;15;38;2;27;;29;31;10;4;45;3;11;4;18;;;182;182;139;4;28;171;2;;47;49
2018;14/11/2018;92. A8-0328/2018 Juan Fernando L¢pez Aguilar Me 1 14/11/2018;3;58;;61;2;1;61;64;2;12;23;37;;5;25;30;4;39;1;44;1;5;12;18;5;174;2;181;4;166;1;171;;47;2;49
2018;14/11/2018;93. A8-0328/2018 Juan Fernando L¢pez Aguilar Volitus 5 14/11/2018;3;2;55;60;5;59;2;66;2;19;16;37;;30;;30;;;45;45;2;14;2;18;9;28;142;179;3;3;164;170;;1;48;49
2018;14/11/2018;94. A8-0328/2018 Juan Fernando L¢pez Aguilar P‰hjendus C 14/11/2018;1;;60;61;;3;63;66;4;19;14;37;;6;24;30;;;45;45;1;8;9;18;9;1;169;179;;1;169;170;1;;48;49
2018;14/11/2018;95. A8-0328/2018 Juan Fernando L¢pez Aguilar Resolutsioon 14/11/2018;3;3;42;48;3;57;2;62;1;19;14;34;;22;;22;3;2;36;41;1;13;4;18;31;82;62;175;5;1;150;156;;;39;39
2018;15/11/2018;1. RC-B8-0528/2018 Resolutsioon 15/11/2018;2;2;54;58;1;;55;56;16;14;4;34;1;18;10;29;6;33;1;40;1;12;5;18;;;166;166;6;147;7;160;11;14;23;48
2018;15/11/2018;10. A8-0340/2018 Bogus?aw Liberadzki Me 138 15/11/2018;1;12;46;59;;57;;57;1;1;33;35;;18;11;29;3;32;6;41;1;9;7;17;;162;7;169;2;14;147;163;;;50;50
2018;15/11/2018;11. A8-0340/2018 Bogus?aw Liberadzki Me 139 15/11/2018;;3;55;58;;37;20;57;1;30;4;35;;19;9;28;;29;11;40;1;9;8;18;;159;10;169;;12;149;161;;;49;49
2018;15/11/2018;12. A8-0340/2018 Bogus?aw Liberadzki Me 142 15/11/2018;;55;1;56;;49;8;57;;16;19;35;;29;;29;;7;34;41;1;11;6;18;;165;2;167;1;103;59;163;;;50;50
2018;15/11/2018;13. A8-0340/2018 Bogus?aw Liberadzki Me 143 15/11/2018;;1;57;58;;53;4;57;1;17;17;35;;29;;29;;;40;40;1;9;8;18;;166;2;168;1;75;86;162;;;50;50
2018;15/11/2018;14. A8-0340/2018 Bogus?aw Liberadzki Me 69 15/11/2018;;;57;57;;50;7;57;;3;32;35;;5;24;29;;34;7;41;3;7;8;18;1;24;142;167;;147;14;161;;49;;49
2018;15/11/2018;15. A8-0340/2018 Bogus?aw Liberadzki Me 140 15/11/2018;;;57;57;;37;20;57;;17;18;35;;19;10;29;;29;12;41;1;9;8;18;;163;6;169;;12;147;159;;;49;49
2018;15/11/2018;16. A8-0340/2018 Bogus?aw Liberadzki Me 144 15/11/2018;;;58;58;;50;6;56;;;34;34;;22;7;29;;4;37;41;1;9;7;17;;163;2;165;;86;76;162;;;49;49
2018;15/11/2018;17. A8-0340/2018 Bogus?aw Liberadzki Me 136 15/11/2018;;8;50;58;;54;3;57;1;4;30;35;;15;14;29;3;30;8;41;1;10;7;18;;164;5;169;1;15;146;162;;;50;50
2018;15/11/2018;18. A8-0340/2018 Bogus?aw Liberadzki Me 137 15/11/2018;;1;56;57;;51;6;57;;15;20;35;;5;24;29;;28;12;40;3;4;11;18;;160;9;169;;11;150;161;;;50;50
2018;15/11/2018;19. A8-0340/2018 Bogus?aw Liberadzki Komisjoni ettepanek 15/11/2018;;3;55;58;;17;40;57;15;2;18;35;14;4;11;29;10;;31;41;4;4;10;18;4;6;158;168;;;161;161;;1;49;50
2018;15/11/2018;2. A8-0355/2018 Enrique Calvet Chambon Otsus alustada institutsioonidevahelisi lÑbirÑÑkimisi 15/11/2018;;12;47;59;1;52;4;57;2;16;17;35;1;9;19;29;;3;38;41;1;7;10;18;1;108;58;167;3;1;159;163;4;;46;50
2018;15/11/2018;20. A8-0336/2018 Julie Girling Me 24 15/11/2018;;;59;59;;;57;57;;31;4;35;;5;24;29;;41;;41;;7;11;18;;1;167;168;1;141;18;160;;50;;50
2018;15/11/2018;21. A8-0336/2018 Julie Girling Me 30 15/11/2018;;45;14;59;1;;55;56;15;18;2;35;15;9;5;29;;41;;41;1;12;5;18;;3;166;169;1;160;;161;;50;;50
2018;15/11/2018;22. A8-0336/2018 Julie Girling Komisjoni ettepanek 15/11/2018;;;58;58;1;;54;55;;16;19;35;19;4;6;29;;1;40;41;5;1;12;18;;1;168;169;2;;160;162;;;50;50
2018;15/11/2018;23. A8-0352/2018 Sirpa PietikÑinen ı 5 15/11/2018;3;4;52;59;2;41;12;55;1;16;18;35;14;5;9;28;2;;39;41;2;4;12;18;6;134;25;165;3;;157;160;;;49;49
2018;15/11/2018;24. A8-0352/2018 Sirpa PietikÑinen ı 17/2 15/11/2018;;;57;57;10;11;33;54;;21;14;35;;28;;28;;;39;39;3;9;3;15;15;97;51;163;;;155;155;;;50;50
2018;15/11/2018;25. A8-0352/2018 Sirpa PietikÑinen ı 34/2 15/11/2018;;;59;59;3;4;47;54;;21;14;35;;23;5;28;;;38;38;;11;5;16;7;112;48;167;;;153;153;;;49;49
2018;15/11/2018;26. A8-0352/2018 Sirpa PietikÑinen P‰hjendus G/2 15/11/2018;;;58;58;3;7;44;54;15;6;14;35;;23;5;28;;;36;36;1;10;4;15;11;59;92;162;;;152;152;;;47;47
2018;15/11/2018;27. A8-0352/2018 Sirpa PietikÑinen P‰hjendus AE/2 15/11/2018;;;58;58;11;10;33;54;;21;14;35;;27;;27;;;35;35;1;10;4;15;5;10;145;160;;;149;149;;;48;48
2018;15/11/2018;28. A8-0352/2018 Sirpa PietikÑinen Resolutsioon 15/11/2018;5;;48;53;38;10;5;53;2;16;16;34;17;10;;27;9;;26;35;5;7;3;15;37;22;98;157;;3;143;146;;;46;46
2018;15/11/2018;3. A8-0340/2018 Bogus?aw Liberadzki Me 12 15/11/2018;;;58;58;;46;11;57;;15;19;34;;29;;29;;;41;41;1;6;11;18;;9;156;165;1;;161;162;;;49;49
2018;15/11/2018;4. A8-0340/2018 Bogus?aw Liberadzki Me 20 15/11/2018;;3;56;59;;54;3;57;1;4;30;35;1;10;18;29;1;3;37;41;2;7;9;18;;28;136;164;1;;162;163;;1;49;50
2018;15/11/2018;5. A8-0340/2018 Bogus?aw Liberadzki Me 36 15/11/2018;;57;2;59;;19;36;55;;18;17;35;;13;13;26;3;2;31;36;1;8;9;18;;;165;165;1;60;97;158;;48;1;49
