Vote;;;ALDE;;;;ECR;;;;EFDD;;;;ENF;;;;GUE/NGL;;;;NI;;;;PPE;;;;S&D;;;;Verts/ALE;;;
vote_year;vote_date;vote_name;ABST;CONTRE;POUR;Total;ABST;CONTRE;POUR;Total ECR;ABST;CONTRE;POUR;Total EFDD;ABST;CONTRE;POUR;Total ENF;ABST;CONTRE;POUR;Total GUE/NGL;ABST;CONTRE;POUR;Total NI;ABST;CONTRE;POUR;Total PPE;ABST;CONTRE;POUR;Total S&D;ABST;CONTRE;POUR;Total Verts/ALE
2018;25/10/2018;23. A8-0202/2018 Christine Revault d'Allonnes Bonnefoy Am 144S 25/10/2018;;53;4;57;;13;45;58;1;13;21;35;;4;25;29;;37;;37;2;4;6;12;3;164;3;170;;158;1;159;;43;;43
2018;25/10/2018;24. A8-0202/2018 Christine Revault d'Allonnes Bonnefoy Am 146S 25/10/2018;;50;8;58;1;10;48;59;1;11;23;35;;;29;29;;35;3;38;1;5;6;12;2;157;12;171;;161;;161;;43;;43
2018;25/10/2018;25. A8-0202/2018 Christine Revault d'Allonnes Bonnefoy Proposition de la Commission 25/10/2018;3;3;51;57;6;48;5;59;;22;13;35;;29;;29;2;11;25;38;1;9;4;14;12;57;104;173;7;;154;161;1;;42;43
2018;25/10/2018;26. A8-0321/2018 Andrzej Grzyb Am 40 25/10/2018;;50;7;57;;3;53;56;1;13;21;35;;1;28;29;8;28;;36;;3;11;14;;6;163;169;;1;156;157;;41;;41
2018;25/10/2018;27. A8-0321/2018 Andrzej Grzyb Am 53 25/10/2018;;49;8;57;;3;54;57;;13;22;35;;1;28;29;7;29;;36;;3;11;14;;6;165;171;1;3;151;155;;40;;40
2018;25/10/2018;28. A8-0321/2018 Andrzej Grzyb Am 60 25/10/2018;;53;5;58;;3;53;56;;13;22;35;;1;28;29;8;26;2;36;;2;11;13;;3;163;166;;1;150;151;;40;;40
2018;25/10/2018;29. A8-0321/2018 Andrzej Grzyb Am 61 25/10/2018;;4;54;58;;;55;55;2;14;19;35;;2;27;29;9;27;;36;;4;10;14;;2;165;167;1;2;148;151;;41;;41
2018;25/10/2018;3. A8-0309/2018 Paolo De Castro DÇcision d'engager des nÇgociations interinstitutionnelles 25/10/2018;;19;40;59;;18;40;58;1;17;17;35;;10;21;31;7;15;16;38;;8;8;16;1;29;141;171;7;17;140;164;2;37;5;44
2018;25/10/2018;30. A8-0321/2018 Andrzej Grzyb Am 82 25/10/2018;;34;23;57;;52;5;57;;28;7;35;;24;5;29;6;7;23;36;2;9;3;14;;1;169;170;;146;11;157;;2;38;40
2018;25/10/2018;31. A8-0321/2018 Andrzej Grzyb Am 80 25/10/2018;;53;4;57;;7;50;57;2;26;7;35;;2;27;29;;36;;36;3;5;5;13;;13;157;170;;153;2;155;;41;;41
2018;25/10/2018;32. A8-0321/2018 Andrzej Grzyb Am 78 25/10/2018;;12;45;57;;53;3;56;;18;15;33;;29;;29;3;7;26;36;2;8;3;13;;162;8;170;9;1;145;155;;;41;41
2018;25/10/2018;33. A8-0321/2018 Andrzej Grzyb Am 79 25/10/2018;;12;44;56;;52;5;57;3;19;13;35;;28;;28;5;5;26;36;2;8;3;13;3;143;24;170;5;2;146;153;;;40;40
2018;25/10/2018;34. A8-0321/2018 Andrzej Grzyb ConsidÇrant 9 25/10/2018;;50;6;56;;3;54;57;5;17;13;35;;25;4;29;;;35;35;1;6;7;14;;163;7;170;;;155;155;;;39;39
2018;25/10/2018;35. A8-0321/2018 Andrzej Grzyb Proposition de la Commission 25/10/2018;;;57;57;42;6;9;57;14;19;2;35;;29;;29;12;;23;35;3;7;4;14;2;14;152;168;1;1;152;154;38;;1;39
2018;25/10/2018;36. A8-0310/2018 Alain Cadec Am 63 25/10/2018;;55;3;58;;18;36;54;;15;19;34;;6;20;26;22;13;;35;3;5;3;11;;9;147;156;;140;;140;;40;;40
2018;25/10/2018;37. A8-0310/2018 Alain Cadec Article 4 ı 5 introduction 25/10/2018;;;54;54;1;20;34;55;12;13;9;34;8;5;14;27;1;9;20;30;3;2;4;9;;2;156;158;1;6;136;143;;34;6;40
2018;25/10/2018;38. A8-0310/2018 Alain Cadec Am 49/1 25/10/2018;;16;42;58;;20;35;55;1;19;14;34;2;20;7;29;;3;22;25;4;4;3;11;;3;152;155;;9;134;143;1;28;8;37
2018;25/10/2018;39. A8-0310/2018 Alain Cadec Am 49/2 25/10/2018;1;52;4;57;;19;31;50;1;26;6;33;2;12;12;26;1;4;24;29;1;4;6;11;;4;148;152;;7;130;137;;39;1;40
2018;25/10/2018;4. A8-0035/2016 Claudiu Ciprian T?n?sescu Am 36 25/10/2018;;;59;59;;1;58;59;4;17;14;35;2;24;5;31;3;;35;38;1;6;10;17;;;174;174;;;164;164;;;44;44
2018;25/10/2018;40. A8-0310/2018 Alain Cadec Article 4 ı 5 point b 25/10/2018;;43;11;54;;2;52;54;12;14;8;34;19;5;5;29;5;3;20;28;5;4;2;11;;2;154;156;;125;17;142;1;35;3;39
2018;25/10/2018;41. A8-0310/2018 Alain Cadec Am 95 25/10/2018;1;53;1;55;;2;53;55;14;3;17;34;;2;27;29;7;3;21;31;2;4;5;11;1;134;22;157;1;129;14;144;;40;1;41
2018;25/10/2018;42. A8-0310/2018 Alain Cadec Proposition de la Commission 25/10/2018;;;54;54;;2;52;54;1;15;16;32;1;6;22;29;2;28;1;31;2;3;6;11;;2;155;157;4;7;131;142;1;40;;41
2018;25/10/2018;43. A8-0153/2018 Othmar Karas et Pervenche Beräs Am 2 25/10/2018;1;;53;54;16;5;33;54;2;26;6;34;4;10;15;29;;3;28;31;3;4;4;11;;;156;156;12;;130;142;2;;37;39
2018;25/10/2018;44. A8-0063/2018 Giovanni La Via Am 16 25/10/2018;1;;54;55;16;6;32;54;1;25;8;34;16;7;6;29;1;3;27;31;3;3;4;10;;5;152;157;17;22;103;142;1;;39;40
2018;25/10/2018;45. RC-B8-0481/2018 ı 12 25/10/2018;;;54;54;1;2;49;52;2;16;15;33;19;5;3;27;;;31;31;;6;5;11;;1;147;148;;;138;138;;;39;39
2018;25/10/2018;46. RC-B8-0481/2018 ı 17 25/10/2018;2;3;48;53;22;31;;53;2;19;12;33;17;10;;27;;;31;31;;8;2;10;2;5;140;147;2;;134;136;;;38;38
2018;25/10/2018;47. RC-B8-0481/2018 Am 1 25/10/2018;3;36;5;44;11;31;7;49;24;5;1;30;9;6;;15;;;28;28;2;5;4;11;3;123;6;132;;;129;129;;;36;36
2018;25/10/2018;48. RC-B8-0481/2018 Am 2 25/10/2018;4;41;7;52;14;31;6;51;26;5;1;32;13;12;;25;;;31;31;1;5;5;11;4;130;7;141;;;137;137;;;39;39
2018;25/10/2018;49. RC-B8-0481/2018 Am 3 25/10/2018;2;40;8;50;1;32;19;52;25;5;1;31;16;6;3;25;;;31;31;2;4;5;11;3;134;7;144;;;137;137;;;36;36
2018;25/10/2018;5. A8-0046/2016 Franáoise Grossetàte Am 324 25/10/2018;;2;56;58;;1;58;59;15;3;17;35;1;5;25;31;3;;35;38;1;5;11;17;;;173;173;;;164;164;;;44;44
2018;25/10/2018;50. RC-B8-0481/2018 Am 4 25/10/2018;3;36;8;47;1;28;18;47;26;5;1;32;20;5;;25;;;30;30;2;4;5;11;3;130;7;140;1;;132;133;;;37;37
2018;25/10/2018;51. RC-B8-0481/2018 Am 5 25/10/2018;4;40;6;50;2;30;20;52;25;5;1;31;16;5;3;24;;;31;31;2;3;6;11;4;128;7;139;;;137;137;;;37;37
2018;25/10/2018;52. RC-B8-0481/2018 Am 6 25/10/2018;3;40;7;50;2;30;20;52;24;5;2;31;13;7;3;23;;;30;30;1;5;5;11;4;121;7;132;;;136;136;;;36;36
2018;25/10/2018;53. RC-B8-0481/2018 Am 7 25/10/2018;3;40;9;52;2;30;20;52;24;5;1;30;18;6;;24;;;31;31;1;5;5;11;4;127;7;138;;;138;138;;;38;38
2018;25/10/2018;54. RC-B8-0481/2018 Am 8 25/10/2018;4;37;9;50;2;29;20;51;25;5;1;31;15;5;;20;;;29;29;1;5;5;11;4;121;8;133;;;136;136;;;38;38
2018;25/10/2018;55. RC-B8-0481/2018 Am 9 25/10/2018;3;39;9;51;14;30;8;52;26;5;;31;16;6;;22;;;30;30;2;5;4;11;6;123;7;136;;;134;134;;;39;39
2018;25/10/2018;56. RC-B8-0481/2018 Am 10 25/10/2018;3;37;10;50;14;29;6;49;15;15;;30;16;6;;22;;;28;28;1;6;4;11;14;113;7;134;2;;130;132;;;38;38
2018;25/10/2018;57. RC-B8-0481/2018 Am 11 25/10/2018;5;38;9;52;2;30;20;52;24;5;1;30;13;6;3;22;;;30;30;1;4;6;11;6;126;6;138;;;140;140;;;38;38
2018;25/10/2018;58. RC-B8-0481/2018 Am 12 25/10/2018;3;39;8;50;2;30;20;52;23;6;1;30;18;4;;22;;;30;30;2;3;4;9;5;123;6;134;;1;139;140;;;39;39
2018;25/10/2018;59. RC-B8-0481/2018 Am 13 25/10/2018;3;40;9;52;2;29;21;52;24;5;1;30;16;5;;21;;;28;28;3;3;4;10;4;127;7;138;;;140;140;;;39;39
2018;25/10/2018;6. A8-0075/2016 Clara Eugenia Aguilera Garc°a Am 94 25/10/2018;;;59;59;;1;58;59;;18;17;35;4;6;21;31;1;;37;38;1;6;10;17;;;173;173;;;164;164;;;44;44
2018;25/10/2018;60. RC-B8-0481/2018 Am 14 25/10/2018;2;39;8;49;12;36;3;51;2;16;8;26;10;9;;19;;;30;30;;7;4;11;3;125;6;134;2;;133;135;1;;38;39
2018;25/10/2018;61. RC-B8-0481/2018 Am 15 25/10/2018;4;37;9;50;13;36;3;52;10;16;;26;8;9;;17;;;29;29;2;6;3;11;2;128;7;137;;;135;135;;;39;39
2018;25/10/2018;62. RC-B8-0481/2018 RÇsolution 25/10/2018;5;2;43;50;5;22;22;49;9;10;7;26;;20;2;22;;;29;29;1;5;5;11;17;31;82;130;2;;126;128;;;39;39
2018;25/10/2018;63. RC-B8-0484/2018 Am 13 25/10/2018;;43;;43;;40;1;41;1;12;11;24;1;;18;19;4;16;7;27;1;2;3;6;2;115;2;119;1;111;2;114;;37;;37
2018;25/10/2018;64. RC-B8-0484/2018 Am 2 25/10/2018;2;37;9;48;;41;2;43;;15;10;25;;7;13;20;;;28;28;;4;3;7;;118;7;125;1;92;23;116;;2;36;38
2018;25/10/2018;65. RC-B8-0484/2018 ı 15 25/10/2018;;1;47;48;;3;39;42;;12;11;23;;;20;20;;;27;27;;2;5;7;;6;122;128;;1;114;115;;;38;38
2018;25/10/2018;66. RC-B8-0484/2018 Am 3 25/10/2018;;34;12;46;;41;2;43;2;11;12;25;13;4;3;20;;3;26;29;2;3;2;7;;118;9;127;1;77;37;115;;;38;38
2018;25/10/2018;67. RC-B8-0484/2018 ı 16 25/10/2018;;;48;48;;2;41;43;1;11;13;25;;;16;16;;;29;29;;2;5;7;;;122;122;;1;115;116;;;38;38
2018;25/10/2018;68. RC-B8-0484/2018 Am 4 25/10/2018;;32;13;45;;41;2;43;1;12;12;25;1;4;13;18;;;29;29;;3;4;7;1;114;7;122;;74;38;112;;;38;38
2018;25/10/2018;69. RC-B8-0484/2018 ı 17 25/10/2018;;;46;46;;16;27;43;9;3;13;25;;4;16;20;;;27;27;;1;6;7;;8;111;119;;;113;113;;;38;38
2018;25/10/2018;7. A8-0202/2018 Christine Revault d'Allonnes Bonnefoy Am 150 25/10/2018;;58;1;59;4;4;51;59;;11;24;35;1;4;26;31;1;33;3;37;;5;11;16;;161;13;174;;160;3;163;1;43;;44
2018;25/10/2018;70. RC-B8-0484/2018 Am 11 25/10/2018;;41;5;46;2;39;1;42;3;1;22;26;;;19;19;4;17;7;28;1;2;4;7;;119;;119;;110;;110;;37;;37
2018;25/10/2018;71. RC-B8-0484/2018 Apräs le considÇrant L 25/10/2018;;3;43;46;;;42;42;13;;13;26;;1;17;18;;;28;28;1;1;5;7;1;2;115;118;;;110;110;;;38;38
2018;25/10/2018;72. RC-B8-0484/2018 RÇsolution 25/10/2018;;;45;45;;;42;42;1;12;13;26;1;4;13;18;;;28;28;;2;5;7;;1;118;119;;;107;107;;;38;38
2018;25/10/2018;73. B8-0477/2018 Am 2 25/10/2018;;36;7;43;12;4;23;39;;10;14;24;;2;17;19;1;25;1;27;;4;3;7;1;110;8;119;;101;8;109;;37;1;38
2018;25/10/2018;74. B8-0477/2018 ı 9/1 25/10/2018;;;43;43;5;26;6;37;1;12;11;24;;19;;19;;1;28;29;;4;3;7;7;3;108;118;1;2;104;107;;;38;38
2018;25/10/2018;75. B8-0477/2018 ı 9/2 25/10/2018;;4;36;40;9;25;4;38;1;13;10;24;;18;;18;1;;27;28;;5;2;7;1;104;8;113;2;;101;103;;;35;35
2018;25/10/2018;76. B8-0478/2018 Am 1 25/10/2018;3;31;6;40;;35;1;36;;12;12;24;;1;15;16;;;28;28;1;2;3;6;;110;5;115;8;31;57;96;;1;33;34
2018;25/10/2018;77. A8-0329/2018 Krzysztof Hetman RÇsolution 25/10/2018;3;3;32;38;14;22;1;37;;18;5;23;;16;;16;16;7;5;28;;4;2;6;4;;108;112;2;1;96;99;;;33;33
2018;25/10/2018;78. B8-0480/2018 Am 4 25/10/2018;;33;;33;;36;;36;;6;15;21;3;;8;11;;24;2;26;;1;4;5;;96;1;97;1;98;;99;;26;;26
2018;25/10/2018;79. B8-0480/2018 ı 29 25/10/2018;2;2;30;34;;35;2;37;6;11;3;20;;1;11;12;;;27;27;1;2;2;5;1;99;3;103;;;98;98;;;25;25
2018;25/10/2018;8. A8-0202/2018 Christine Revault d'Allonnes Bonnefoy Am 172 25/10/2018;;54;4;58;4;2;53;59;1;11;23;35;;5;26;31;3;27;7;37;;4;13;17;1;78;94;173;2;151;11;164;;42;2;44
2018;25/10/2018;80. RC-B8-0498/2018 ı 11 25/10/2018;;;34;34;;;37;37;8;6;5;19;1;6;1;8;8;18;1;27;;4;1;5;2;;93;95;;;94;94;;;25;25
2018;25/10/2018;81. RC-B8-0498/2018 ı 14 25/10/2018;1;3;30;34;27;3;7;37;9;1;5;15;2;3;4;9;;;27;27;;4;1;5;29;9;59;97;10;;84;94;;;25;25
2018;25/10/2018;82. RC-B8-0498/2018 RÇsolution 25/10/2018;;;34;34;;;36;36;9;1;9;19;5;;4;9;;;27;27;4;;1;5;1;;95;96;;;94;94;;;25;25
2018;25/10/2018;83. RC-B8-0351/2018 ı 6 25/10/2018;;1;31;32;;;32;32;15;;4;19;;8;4;12;2;17;1;20;1;2;2;5;;1;85;86;1;81;5;87;;2;19;21
2018;25/10/2018;84. RC-B8-0351/2018 RÇsolution 25/10/2018;3;1;27;31;;;32;32;14;;5;19;;7;5;12;4;16;1;21;2;1;2;5;;;93;93;1;;82;83;2;;21;23
2018;25/10/2018;85. B8-0492/2018 ı 6/1 25/10/2018;;;31;31;;;31;31;1;11;5;17;;11;1;12;;;21;21;;2;3;5;;;85;85;;;83;83;;;22;22
2018;25/10/2018;86. B8-0492/2018 ı 6/2 25/10/2018;;;30;30;3;20;7;30;5;12;;17;;12;;12;;1;19;20;;4;1;5;;2;80;82;;;83;83;;;21;21
2018;25/10/2018;87. B8-0492/2018 Am 1 25/10/2018;;31;1;32;;22;7;29;7;6;4;17;;4;8;12;;21;;21;1;1;3;5;;83;1;84;;84;;84;;22;;22
2018;25/10/2018;88. A8-0297/2018 Ismail Ertug RÇsolution 25/10/2018;2;;28;30;24;1;5;30;;12;5;17;3;9;;12;5;1;14;20;2;2;1;5;;;81;81;;;81;81;;22;;22
2018;25/10/2018;89. A8-0319/2018 Joachim Schuster Am 1 25/10/2018;2;19;5;26;;26;3;29;;12;5;17;3;8;;11;;3;17;20;1;3;1;5;;75;6;81;;1;77;78;1;;20;21
2018;25/10/2018;9. A8-0202/2018 Christine Revault d'Allonnes Bonnefoy Am 135 25/10/2018;;54;4;58;4;49;6;59;;14;20;34;;31;;31;;8;30;38;3;9;4;16;2;164;7;173;4;30;131;165;;2;42;44
2018;25/10/2018;90. A8-0319/2018 Joachim Schuster RÇsolution 25/10/2018;2;;29;31;24;;4;28;5;11;;16;6;3;2;11;11;8;;19;1;4;;5;;1;75;76;60;15;5;80;22;;;22
2018;12/11/2018;1. EsmaspÑeva pÑevakord ? fraktsiooni ECR taotlus 12/11/2018;;28;;28;;;21;21;7;1;3;11;;;13;13;6;4;1;11;;2;6;8;3;83;4;90;3;67;;70;1;23;;24
2018;13/11/2018;1. A8-0357/2018 Inese Vaidere TervikhÑÑletus 13/11/2018;1;;42;43;;1;37;38;1;16;15;32;;6;12;18;;;32;32;2;1;11;14;2;;132;134;1;1;91;93;;;30;30
2018;13/11/2018;10. A8-0337/2018 Ru?a Toma?i? Me 96=106= 13/11/2018;1;4;58;63;;60;3;63;3;35;1;39;2;29;;31;4;;41;45;4;10;5;19;2;180;8;190;2;31;139;172;2;;48;50
2018;13/11/2018;11. A8-0337/2018 Ru?a Toma?i? Me 91=107= 13/11/2018;1;4;57;62;1;63;;64;1;35;3;39;2;29;;31;4;;41;45;3;8;8;19;1;185;5;191;2;32;140;174;2;;49;51
2018;13/11/2018;12. A8-0337/2018 Ru?a Toma?i? Me 92=97= 13/11/2018;1;4;58;63;;63;1;64;1;35;3;39;2;29;;31;4;;40;44;3;10;6;19;3;185;5;193;;26;145;171;1;;48;49
2018;13/11/2018;13. A8-0337/2018 Ru?a Toma?i? Me 109 13/11/2018;1;60;2;63;;63;1;64;1;35;3;39;2;29;;31;;1;43;44;3;9;6;18;;183;6;189;1;169;3;173;2;;48;50
2018;13/11/2018;14. A8-0337/2018 Ru?a Toma?i? Me 85 13/11/2018;1;58;3;62;;;64;64;1;;38;39;2;5;24;31;1;41;1;43;3;5;11;19;1;8;185;194;1;171;2;174;2;48;;50
2018;13/11/2018;15. A8-0337/2018 Ru?a Toma?i? Me 86 13/11/2018;1;58;3;62;;;64;64;1;;38;39;2;4;25;31;1;43;;44;4;2;12;18;;5;187;192;1;169;3;173;2;48;;50
2018;13/11/2018;16. A8-0337/2018 Ru?a Toma?i? Me 87 13/11/2018;1;59;3;63;;;63;63;1;1;37;39;2;4;25;31;27;17;1;45;4;5;10;19;1;5;185;191;1;171;2;174;2;49;;51
2018;13/11/2018;17. A8-0337/2018 Ru?a Toma?i? Me 98 13/11/2018;1;5;57;63;;62;2;64;3;34;1;38;2;27;1;30;1;;44;45;3;10;6;19;;182;9;191;;32;141;173;2;2;47;51
2018;13/11/2018;18. A8-0337/2018 Ru?a Toma?i? Me 101 13/11/2018;1;1;58;60;;63;;63;3;35;1;39;2;29;;31;4;;41;45;4;9;6;19;1;186;7;194;2;32;140;174;2;;48;50
2018;13/11/2018;19. A8-0337/2018 Ru?a Toma?i? Komisjoni ettepanek 13/11/2018;2;55;5;62;1;2;61;64;5;;20;25;2;4;25;31;5;40;;45;4;5;10;19;1;6;186;193;2;134;35;171;2;49;;51
2018;13/11/2018;2. A8-0327/2018 Vincent Peillon TervikhÑÑletus 13/11/2018;;;49;49;13;4;30;47;3;18;14;35;5;7;10;22;;3;36;39;3;9;4;16;;;152;152;;;136;136;;;43;43
2018;13/11/2018;20. B8-0522/2018 Me 2 13/11/2018;;62;;62;1;62;;63;15;22;2;39;6;24;;30;15;1;27;43;2;14;3;19;;193;;193;;160;4;164;1;48;;49
2018;13/11/2018;21. B8-0522/2018 Me 3 13/11/2018;;62;1;63;1;61;1;63;14;23;2;39;6;25;;31;18;;27;45;1;14;3;18;;190;;190;13;16;131;160;;49;1;50
2018;13/11/2018;22. B8-0522/2018 Me 12/1 13/11/2018;1;3;59;63;4;54;5;63;;24;15;39;;12;19;31;9;4;32;45;3;11;5;19;;171;22;193;2;5;164;171;;49;2;51
2018;13/11/2018;23. B8-0522/2018 Me 12/2 13/11/2018;1;;61;62;;34;28;62;3;20;16;39;6;6;19;31;;;44;44;3;12;4;19;1;1;191;193;1;3;164;168;;51;;51
2018;13/11/2018;24. B8-0522/2018 Me 12/3 13/11/2018;2;54;5;61;1;56;6;63;3;22;14;39;;12;19;31;40;;4;44;3;11;5;19;1;173;17;191;1;3;165;169;;48;;48
2018;13/11/2018;25. B8-0522/2018 Me 4öME 13/11/2018;;62;1;63;1;3;59;63;;16;23;39;4;2;25;31;8;22;13;43;;2;16;18;1;174;16;191;1;151;20;172;1;50;;51
2018;13/11/2018;26. B8-0522/2018 Me 6 13/11/2018;2;55;6;63;;43;20;63;6;20;13;39;7;4;20;31;3;;42;45;4;9;6;19;;178;12;190;2;2;165;169;;49;;49
2018;13/11/2018;27. B8-0522/2018 P‰hjendus L originaaltekst 13/11/2018;1;2;60;63;6;37;19;62;17;9;13;39;5;26;;31;3;;41;44;3;12;3;18;4;155;35;194;2;16;150;168;;;50;50
2018;13/11/2018;28. B8-0522/2018 P‰hjendus M 13/11/2018;2;4;56;62;11;28;21;60;21;4;14;39;1;30;;31;;;44;44;6;10;2;18;3;146;44;193;4;1;163;168;;;49;49
2018;13/11/2018;29. B8-0522/2018 Me 8 13/11/2018;2;;61;63;33;20;9;62;18;4;16;38;11;7;13;31;;;45;45;6;8;5;19;;183;9;192;;1;170;171;;49;2;51
2018;13/11/2018;3. A8-0391/2017 Miroslav Poche Me 120 13/11/2018;;2;53;55;9;24;18;51;2;22;13;37;13;12;;25;7;31;3;41;3;7;7;17;2;2;150;154;1;4;143;148;;;47;47
2018;13/11/2018;30. B8-0522/2018 Me 9 13/11/2018;2;52;9;63;2;49;11;62;5;18;16;39;6;11;14;31;7;36;2;45;4;11;4;19;1;190;2;193;;15;156;171;;50;;50
2018;13/11/2018;31. B8-0522/2018 P‰hjendus S/1 13/11/2018;1;7;53;61;;16;47;63;23;1;15;39;6;20;5;31;36;1;8;45;4;5;10;19;;3;189;192;6;143;21;170;;;51;51
2018;13/11/2018;32. B8-0522/2018 P‰hjendus S/2 13/11/2018;2;7;54;63;;33;30;63;22;2;15;39;6;20;5;31;35;;9;44;5;7;7;19;2;106;85;193;7;143;19;169;;;50;50
2018;13/11/2018;33. B8-0522/2018 P‰hjendus S/3 13/11/2018;2;7;52;61;;33;30;63;23;2;13;38;6;20;5;31;3;;42;45;6;6;7;19;;3;188;191;9;137;18;164;;;49;49
2018;13/11/2018;34. B8-0522/2018 Resolutsioon 13/11/2018;6;7;50;63;4;47;11;62;1;24;14;39;1;26;4;31;12;;33;45;1;14;4;19;5;10;171;186;10;23;135;168;;;51;51
2018;13/11/2018;35. A8-0353/2018 J¢zsef Nagy LIBE resolutsioon 13/11/2018;10;3;50;63;31;28;3;62;2;24;13;39;1;30;;31;14;1;30;45;4;11;4;19;9;10;174;193;2;3;166;171;;2;49;51
2018;13/11/2018;36. A8-0338/2018 Bogdan Brunon Wenta ı 13/1 13/11/2018;;60;3;63;3;56;;59;1;19;19;39;;5;26;31;;;44;44;4;9;6;19;1;170;21;192;;;172;172;;;51;51
2018;13/11/2018;37. A8-0338/2018 Bogdan Brunon Wenta ı 13/2 13/11/2018;;57;5;62;;59;1;60;2;21;16;39;4;20;5;29;1;;42;43;2;12;5;19;1;183;4;188;;;169;169;1;;50;51
2018;13/11/2018;38. A8-0338/2018 Bogdan Brunon Wenta Resolutsioon 13/11/2018;;;60;60;1;3;57;61;16;19;4;39;7;16;4;27;41;;4;45;4;9;6;19;2;;188;190;;;165;165;37;1;11;49
2018;13/11/2018;4. A8-0402/2017 Michäle Rivasi ja Jakop Dalunde Me 324 13/11/2018;;;58;58;12;19;22;53;2;21;14;37;1;25;1;27;14;24;3;41;2;9;7;18;2;;168;170;;2;154;156;;;48;48
2018;13/11/2018;5. A8-0392/2017 JosÇ Blanco L¢pez Me 359 13/11/2018;;3;55;58;15;4;36;55;4;18;16;38;;24;4;28;37;5;1;43;3;9;6;18;1;3;169;173;1;2;159;162;;;49;49
2018;13/11/2018;6. A8-0337/2018 Ru?a Toma?i? Me 55 13/11/2018;;2;60;62;;;63;63;19;2;18;39;2;4;25;31;5;30;10;45;7;3;9;19;1;5;185;191;1;167;2;170;2;49;;51
2018;13/11/2018;7. A8-0337/2018 Ru?a Toma?i? Me 95 13/11/2018;1;4;58;63;;62;1;63;1;35;3;39;2;29;;31;4;;41;45;3;10;6;19;2;185;5;192;1;31;142;174;2;;49;51
2018;13/11/2018;8. A8-0337/2018 Ru?a Toma?i? Me 105 13/11/2018;1;59;2;62;;62;2;64;1;35;3;39;2;29;;31;4;;40;44;2;10;7;19;2;183;5;190;2;33;138;173;2;;49;51
2018;13/11/2018;9. A8-0337/2018 Ru?a Toma?i? Me 90 13/11/2018;1;3;59;63;1;62;1;64;1;37;1;39;2;29;;31;5;;40;45;3;11;5;19;2;182;7;191;2;34;137;173;2;;49;51
2018;14/11/2018;1. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 53 14/11/2018;;61;2;63;63;3;2;68;20;17;3;40;4;7;22;33;4;5;36;45;6;5;9;20;5;178;4;187;5;160;4;169;4;42;2;48
2018;14/11/2018;10. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 57 14/11/2018;2;61;;63;2;65;;67;15;24;;39;15;18;;33;7;1;37;45;8;10;2;20;;190;;190;5;165;2;172;43;4;4;51
2018;14/11/2018;11. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 58 14/11/2018;;62;;62;18;49;1;68;17;4;18;39;4;7;22;33;5;;40;45;9;5;6;20;;189;;189;3;168;1;172;2;46;2;50
2018;14/11/2018;12. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 26/1 14/11/2018;4;44;15;63;;67;1;68;2;22;15;39;;33;;33;6;;39;45;4;13;3;20;;184;6;190;6;154;14;174;;;48;48
2018;14/11/2018;13. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 26/2 14/11/2018;4;45;14;63;;67;1;68;2;22;15;39;;33;;33;6;;39;45;4;12;4;20;2;186;2;190;4;153;15;172;;;49;49
2018;14/11/2018;14. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 26/3 14/11/2018;4;47;11;62;4;46;18;68;15;7;17;39;;29;2;31;4;5;36;45;2;10;8;20;;184;6;190;6;157;13;176;;2;47;49
2018;14/11/2018;15. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 27 14/11/2018;;61;2;63;1;66;;67;33;5;1;39;;27;5;32;3;4;38;45;6;8;6;20;1;187;1;189;10;157;5;172;;;49;49
2018;14/11/2018;16. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 28 14/11/2018;2;43;18;63;35;30;3;68;4;22;13;39;4;28;;32;2;3;40;45;5;13;2;20;2;178;10;190;6;140;29;175;;;49;49
2018;14/11/2018;17. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 42 14/11/2018;;62;1;63;2;65;1;68;4;21;14;39;4;29;;33;7;;38;45;3;13;4;20;3;187;;190;1;163;10;174;2;;47;49
2018;14/11/2018;18. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 44 14/11/2018;;62;;62;;68;;68;2;37;;39;;33;;33;9;7;29;45;2;18;;20;2;188;;190;3;169;2;174;7;1;43;51
2018;14/11/2018;19. A8-0358/2018 Jan Olbrycht, Isabelle Thomas, Janusz Lewandowski ja GÇrard Deprez, Me 49 14/11/2018;;60;2;62;22;46;;68;2;24;13;39;;33;;33;;3;42;45;3;12;5;20;2;188;;190;4;150;19;173;33;1;17;51
